Name,Rating,Pricing,Location,Cuisine,n_reviews,image_url,reviews
Oxomoco,5,$$$,'Brooklyn,Mexican,567,https://s3-media1.fl.yelpcdn.com/bphoto/cvDGC7PrvipFbpHgZMh-jA/o.jpg,rating place Michelin You allow surprise price That say omg expensive friend I come dinner end conclusion Oxomoco trendy yummy lil overprice still worth visit I eye spot quite time today I finally get try Right bat I surprise relaxed place The
Bird Dog,5,,'New York,Southern,169,https://s3-media1.fl.yelpcdn.com/bphoto/bYqTdqGOS37xbkgY_SvYPw/o.jpg,place DELICIOUS truly experience sens We pre fixe menu every single selection divine From hush puppy greet outside staff invited inside It like go family home The u run menu option Chefs Tasting sound amazing also enough food week So choose course meal perfect amount food The pasta
Magdalene,4,$$,'Brooklyn,Lebanese,61,https://s3-media2.fl.yelpcdn.com/bphoto/9ez5kNfQkp-upaJKD4QVZw/o.jpg,spot The falafel fry chicken plate amaze Super crispy dry huge portion Also highly recommend mezze plate place really good food But problem experience drink delicious I highly recommend hibiscus food owner restaurant actually well know yarn artist coin term yarn bombing art movement street sculpture get
Casa Nono,5,,'Brooklyn,Mexican,28,https://s3-media2.fl.yelpcdn.com/bphoto/z7BIHo6l7twJ14SRrbzmNw/o.jpg,I love vibe restaurant Ask Aaron make drink recommend His margarita amaze We get Mango Margarita Piña Colada Y This place absolutely amazing list I glad I finally get visit La sandia refrescante Food Mexican food area Probably one authentic tasting one I New York Coming LA I many taste
Bea,5,$$,'New York,American (New),2836,https://s3-media2.fl.yelpcdn.com/bphoto/m2d14AiiBqqly1gpMyU2RQ/o.jpg,reasonably price dinner midtown Serving side appropriate drink delicious Hidden gem want take show grab food I check place Sunday see show block It tuck happy stumble upon hate stay near Times Square work go one block make huge difference
Ipanema Restaurant,4,$$,'New York,Brazilian,1451,https://s3-media4.fl.yelpcdn.com/bphoto/5cocZ9wK4A8tpc0kePo0HQ/o.jpg,foremost staff superb tentative although deliver efficient genuine service felt really earth A strange familiar Brazilian food shop total surprise strange familiar Brazilian food shop especially toast meal really We go restaurant week service food excellent I would rat five star Picanha entree Although Y
Cool World,5,,'Brooklyn,American (New),20,https://s3-media4.fl.yelpcdn.com/bphoto/R_YfzYuE4vM6zb2iDAh4SQ/o.jpg,next level So well beautiful presentation The staff beyond friendly accommodate New favorite place Brunch Sunday B restaurant brunch sit outside nice day Wedge salad unbelievable would totally recommend One new fave salad Banana bread I invite friend This place recently open The staff AMAZING Soon walk greet u make u feel welcome make B
Cantina 33,5,$$,'Ridgewood,Peruvian,66,https://s3-media2.fl.yelpcdn.com/bphoto/ji-rOdRogehHdQcgrUg9Ew/o.jpg,I come solo brunch food service excellent There beautiful natural light bar The wall decorate graffiti solid book The place small clean colorful The staff friendly service fast We always go We margarita Happy hour awesome order hanger steak skewer chorizo wonton Skewers cook perfectly tough steak
TAGMO,4,$$,'New York,Indian,59,https://s3-media2.fl.yelpcdn.com/bphoto/x2lWsl7MTyD27OgDlhjyWQ/o.jpg,excellent dinner Tagmo There many item menu sound delicious I excited try My experience live I walk past place multiple time time catch eye finally come try friend The ambiance vibe J Below favorite sequence drunken night bite Will definitely come back try I sober RED CURRY CHUKKA w PRAWN B
Park Avenue Tavern,5,$$,'New York,American (Traditional),949,https://s3-media3.fl.yelpcdn.com/bphoto/eEmopKOJ18oF85HpbNXezw/o.jpg,decide last minute try restaurant close hotel Kitano Hotel It good call food amaze neighborhood pub quite nice view something little prestigious come la cart tad good service fun time w fam Simple pub food good really good service Will back sure
Boucherie West Village,5,$$$,'New York,French,2215,https://s3-media2.fl.yelpcdn.com/bphoto/-5TXMVrjARsqKQHDg-hKbQ/o.jpg,food fantastic atmosphere nice clean also bartender guy Alejandro friendly nice love place I chocolate tart pineapple coco tart something else We great experience catch friend amazing service Unc I put waitlist Via Carota come drink first hot day year city ALIVE
The River Café,3,$$$$,'Brooklyn,American (New),1269,https://s3-media3.fl.yelpcdn.com/bphoto/xZuU5JVWXBu8fzGqrwYZNQ/o.jpg,incredibly pricey total tax tip come people memorable seemingly perfect service A far one worse restaurant ever The food bland Old Man boomer standard date B Look Are view amaze Yes Is service great Yes But I ca convince anymore spending dinner leave I
A-Pou's Taste,2,$,'Brooklyn,Taiwanese,105,https://s3-media4.fl.yelpcdn.com/bphoto/DPw9xxiyMrDhlpmLX_cDrA/o.jpg,get braise pork beef pepper dish deliver food incredibly comfort The price incredible absolutely Y A people greet help order I tell I want dumpling point I want It Not great compare Taiwanese restaurant First common sense know fry food put container
Tito Papas,5,,'Brooklyn,Filipino,34,https://s3-media4.fl.yelpcdn.com/bphoto/SzGfxHD6oFXpbVxUTZwVKA/o.jpg,go spot I need garlic fried rice I try come couple time month flavor regular food A Loud bar blast house food authentic Philippine cuisine American fusion good love steak tapa nacho early dinner Sunday Bar open people Seating comfortable booth typical qr code menu
Recette,3,,'Brooklyn,French,94,https://s3-media1.fl.yelpcdn.com/bphoto/Yuu75v9ai-lso_Wp1z5rRQ/o.jpg,I love Recette classic Paris neighborhood airlift Williamsburg The food good room warm cozy probably real With say I think Recette great restaurant When go still holiday decor make spot last night Overall experience okay I think lighting way dark upon come Started cappuccino taste A
Hole In The Wall,4,$$,'New York,Australian,293,https://s3-media3.fl.yelpcdn.com/bphoto/UzF75oG0i5gyTqZnBnO15g/o.jpg,We find spot soon land IT IS SO CUTE even get start playlist ITS GREAT make brunch even fun The wild A friend I lucky enough grab brunch HITW Flatiron past week Friday We greet warm cozy interior massive list boyfriend I come lunch Saturday afternoon We arrive around wait minute table become
El Pingüino,5,,'Brooklyn,Spanish,24,https://s3-media4.fl.yelpcdn.com/bphoto/o4Uvz17C6dSsO_cfmx6RDw/o.jpg,cozy beautiful space menu straight point amazing execution The staff ARE AMAZING DRINKS solid recommendation Y I rate El Pingüino four half glass wine hang bar I try three red available artsy bar Greenpoint I love experience homey environment perfect catch good friend also
Kiki's,5,$$,'New York,Greek,797,https://s3-media3.fl.yelpcdn.com/bphoto/kuIPmGUJswjrTwp0HHwOvA/o.jpg,I come night girlfriend felt loop hottest place eat I eat girl much I I really curious try Kiki I notice dinner across street last visit The menu offer lunch option hot restaurant without identifiable signage auxiliary seating area across street Considering restaurant space consist O
Anything At All,1,$$,'New York,American (New),33,https://s3-media3.fl.yelpcdn.com/bphoto/x2p0NaiidQOWHYdv7CUbOg/o.jpg,food perfect The sweet potato chip appetizer especially good I get green green salad husband get burger rave I wish I could like place gf pretty bad experience Service slow dish cold tasteless We finish Ok bad night tonight I review tonight I review past year We live island go time time Z
Izakaya Juraku,3,$$$,'New York,Bars,192,https://s3-media2.fl.yelpcdn.com/bphoto/uSnwD8tAlriBYJvMGEFmnA/o.jpg,place work friend Friday evening We party make reservation advance We order many thing try Have go couple time group friend food drink Think good place go bit skewer pretty good wife I dinner Saturday night I couple Sapporo beer I wish colder colder mug even though I saw
CHILI,5,$$,'New York,Szechuan,600,https://s3-media2.fl.yelpcdn.com/bphoto/kXEGv1n69TKeZuvkQxyKGw/o.jpg,might one favorite restaurant city dining experience The food excellent service great ambiance J hype great food friendly staff A little busy accurate service My favorite braise tofu crab meat rice wine soup The Chili baby I would come back New York stay chaos reach Chili arrive review
Soco,1,$$,'Brooklyn,Cajun/Creole,2339,https://s3-media3.fl.yelpcdn.com/bphoto/a-NToPvYpcEcf5DqSd_D2w/o.jpg,Step door greet pack house genuine smile host also host Manager Salmon atmosphere service amazingggg The staff wear glove keep everything super friendly professional I get Black ridiculous rule last joining party member could order eat u tab need calculate
LĒNA,5,$$,'New York,French,219,https://s3-media1.fl.yelpcdn.com/bphoto/flBHYk4IMSAwHMdq7rCvxw/o.jpg,casual neighborhood bar One wall brick others decorate lovely large canvas painting The window red velvet B Etienne great attentive guy They go beyond take care u make trip memorable well make Z easygoing lay back vibe people ever either people would visit like magic France Joshua
Nubiani,3,,'3FL',Korean,103,https://s3-media2.fl.yelpcdn.com/bphoto/rv0t-R6nNtX2c-9jPcHNfA/o.jpg,We celebrate friend birthday week day even really like place The service great nice attentive patient beef book ressie Monday honestly still kind packed though way detract ambiance The food really good great elevated option korean barbecue The space absolutely beautiful feel high I Y
Kiki's,5,$$,'New York,Greek,797,https://s3-media3.fl.yelpcdn.com/bphoto/kuIPmGUJswjrTwp0HHwOvA/o.jpg,I come night girlfriend felt loop hottest place eat I eat girl much I I really curious try Kiki I notice dinner across street last visit The menu offer lunch option hot restaurant without identifiable signage auxiliary seating area across street Considering restaurant space consist O
Anything At All,1,$$,'New York,American (New),33,https://s3-media3.fl.yelpcdn.com/bphoto/x2p0NaiidQOWHYdv7CUbOg/o.jpg,food perfect The sweet potato chip appetizer especially good I get green green salad husband get burger rave I wish I could like place gf pretty bad experience Service slow dish cold tasteless We finish Ok bad night tonight I review tonight I review past year We live island go time time Z
Izakaya Juraku,3,$$$,'New York,Bars,192,https://s3-media2.fl.yelpcdn.com/bphoto/uSnwD8tAlriBYJvMGEFmnA/o.jpg,place work friend Friday evening We party make reservation advance We order many thing try Have go couple time group friend food drink Think good place go bit skewer pretty good wife I dinner Saturday night I couple Sapporo beer I wish colder colder mug even though I saw
Zizi,4,,'New York,Mediterranean,182,https://s3-media3.fl.yelpcdn.com/bphoto/aWhsm05TeXRgFxkQ0n5SPQ/o.jpg,great quick brunch Zizi Never look place lighter fare It seem like Israeli spot Zizi really cool really hip restaurant pretty good food It good place date family dinner everything They also weekday night without reservation seat within min Overall ambience quite nice cozy Great friend catch date
CHILI,5,$$,'New York,Szechuan,600,https://s3-media2.fl.yelpcdn.com/bphoto/kXEGv1n69TKeZuvkQxyKGw/o.jpg,might one favorite restaurant city dining experience The food excellent service great ambiance J hype great food friendly staff A little busy accurate service My favorite braise tofu crab meat rice wine soup The Chili baby I would come back New York stay chaos reach Chili arrive review
LĒNA,5,$$,'New York,French,219,https://s3-media1.fl.yelpcdn.com/bphoto/flBHYk4IMSAwHMdq7rCvxw/o.jpg,casual neighborhood bar One wall brick others decorate lovely large canvas painting The window red velvet B Etienne great attentive guy They go beyond take care u make trip memorable well make Z easygoing lay back vibe people ever either people would visit like magic France Joshua
Fong On,5,$,'New York,Chinese,242,https://s3-media1.fl.yelpcdn.com/bphoto/cSQgd2GVzqQUx4BpAN4DYg/o.jpg,Fong On absolutely satisfied crave delicious doufu fa We order one sweet one savory tofu pudding share breakfast They sell The first time I ever sweet tofu pudding dim sum parlor San Francisco Chinatown call It longer indelible B place dofu fa aka sweet tofu You choose combination topping choose A large usually big enough
Nubiani,3,,'3FL',Korean,103,https://s3-media2.fl.yelpcdn.com/bphoto/rv0t-R6nNtX2c-9jPcHNfA/o.jpg,We celebrate friend birthday week day even really like place The service great nice attentive patient beef book ressie Monday honestly still kind packed though way detract ambiance The food really good great elevated option korean barbecue The space absolutely beautiful feel high I Y
Vineapple Cafe,4,$$,'Brooklyn,Coffee & Tea,129,https://s3-media3.fl.yelpcdn.com/bphoto/gllWpbaQr5XK9HrCdPJhuQ/o.jpg,Vineapple Delicious hummus great mull vine charming Brooklyn spot K O vibe Vineapple Coffees cocktail tasty cafe fare one roof Sign If I live nearby I could see post hour B brunch weekend disappoint get brunch cocktail split breakfast burrito werent starve want
Nami Nori,4,$$$,'Brooklyn,Sushi Bars,118,https://s3-media1.fl.yelpcdn.com/bphoto/6oJgBcvl49SDlM_x05Ew9Q/o.jpg,I want come Nami Nori I make reservation counter Saturday afternoon actually busy rating find funny one review mention anything le review absolutely crazy THEN proceed tell u Nori quality din experience Made reservation Saturday lunchtime Very aesthetic interior sit outdoor tent Kind U
Pilot,3,$$$,'Brooklyn Bridge Park',Cocktail Bars,298,https://s3-media3.fl.yelpcdn.com/bphoto/AJFJyo1laqusl9aHbEfoQQ/o.jpg,A VIEW It fun summer experience din boat beautiful skyline Manhattan We order couple drink I finally decide check dine The infamous restaurant boat right work I work Brooklyn Wednesdays I decide take Pilot lunch Saturday afternoon It fun experience sure worth cost I leave hungry I Pilot
El Zason,4,,'Brooklyn,Mexican,54,https://s3-media3.fl.yelpcdn.com/bphoto/1i9tlLg8ijICgvKyaY4OgQ/o.jpg,absolute gem happy hour jacqueline sweetheart smile light room service amaze also love decor beautiful find place walk around Saturday evening Not many people inside immediately get table appetizer I lovely delicious time First staff excellent begin end They funny helpful fast We walk B
Gordon Ramsay Fish & Chips,5,$$,'Ste 105',Fish & Chips,85,https://s3-media4.fl.yelpcdn.com/bphoto/mzjW5x5AX2qZGsjElXvUaA/o.jpg,A key thing make good choice location super central touristy thing see show easy get I Gordon Ransay restuarant life time I fan generally good Therefore I saw Fish Do advertise If I know place exist fam I go Virgil couple month ago cousin spot A
Traif,5,$$$$,'Brooklyn,American (New),2004,https://s3-media1.fl.yelpcdn.com/bphoto/PpkVfUXlooPy9uejl3zptg/o.jpg,taste menu great deal The dish exceptionally execute intelligently compose faithful ingredient Traif hand best restaurant I last year It totally enjoyable memorable experience group The service A Do favor get chef menu The food incredible chef take pride everything make It small place see
Luke's Lobster FiDi,5,$$,'New York,Seafood,1259,https://s3-media2.fl.yelpcdn.com/bphoto/q5vevyMl8FEO-mly8hh1wA/o.jpg,favorite sure sucker lobster roll classic lobster roll truffle butter winner I love soup roll I recently order combo three lobster roll Luke Lobster FiDi I say I mixed feeling experience While quality Y Luke Lobster guy My second time Luke Lobster I come today roommate say Luke crab roll best one even
Balaboosta,1,,'New York,Mediterranean,102,https://s3-media4.fl.yelpcdn.com/bphoto/ETnG1rTREKv2AaRa2Msjww/o.jpg,food excellent service The menu typical Mediterranean diet faire reflect heritage flavor Try fail get reservation Laser Wolf Brooklyn want find comparable Israeli food upon restaurant glad EINAT DO BETTER I come although review share quality service lower since new opening I huge fan food
The Paris Cafe,5,$$,'New York,Seafood,359,https://s3-media3.fl.yelpcdn.com/bphoto/ZDYq6Q20INZ4rvQq1yFv1Q/o.jpg,wonderful lunch The Paris Cafe Food delicious service excellent Ambience great O New Years day dinner seat right away The interior really cute rustic still NYE decoration We start get drink dinner Friday night prior reservation place cutely decorate holiday We able snag
Momoya SoHo,5,$$$,'New York,Sushi Bars,139,https://s3-media3.fl.yelpcdn.com/bphoto/bg4YfYzfkuM_s5G8rKgcaw/o.jpg,great service attentive considerate space huge Minimal tastefully front church allow The music decor perfect girl night date night Service Very attentive server come Y yakisoba Wonderful salmon skin roll freshest sashimi flavorful miso
Omusubi Gonbei,5,$,'New York,Japanese,110,https://s3-media4.fl.yelpcdn.com/bphoto/fB9UIhwdiNcMoK6PBLowoQ/o.jpg,I order one tenmusu mentaiko onigiri two spicy tuna latter two friend server sweet price good I get insatiable riceball craving I learn place like exist block office I elate Found gem Yelp Walked mile get worth small Japanese convenience store sort The Omusubi selection
Yakiniku West,1,$$,'New York,Barbeque,757,https://s3-media2.fl.yelpcdn.com/bphoto/A4o3bYDec-423pdD50Rj9A/o.jpg,set meal three order zei It lot fresh meat satisfied We also eat salad rice ball Taiyaki I visit restaurant specifically udon please find interior decor provide authentic Japanese atmosphere During Z Instagram video find place offer beef tongue liver sashimi come try I absolutely love tongue Z
Monkey Bar,5,,'New York,American (Traditional),64,https://s3-media1.fl.yelpcdn.com/bphoto/0tqMWS5QfGbTn6C-hNX4dg/o.jpg,Came business lunch definitely place I like come back rigatoni entree tasty I also hear food ambiance excellent They caricature paint wall The service get little slow towards end server give old New York best way Pleasantly surprise location could give feeling perfect NY dinner I sit A
Clark's Restaurant,5,$$,'Brooklyn,Diners,503,https://s3-media4.fl.yelpcdn.com/bphoto/2IF8eFoGRhwawA-_k-PPiQ/o.jpg,restaurant amaze The staff extremely friendly attentive Not feel rush even though restaurant standard food amazing good sloppy I enjoy addition fried turnover time le We look place typical diner yet cozy NY vibe Clark place We stay Brooklyn want place could walk
Sereneco,4,,'Brooklyn,American (New),43,https://s3-media3.fl.yelpcdn.com/bphoto/Yro3ahspTBq5Vwqj7cLMmQ/o.jpg,Overall rating absolute must visit I hope able read Tuesday go around one first people come friend brunch saturday noon good reservation though crazy pack def recommend get J friend I come brunch Saturday We able get reservation morning seat immediately even though arrive bit
Place des Fêtes,4,,'Brooklyn,Wine Bars,33,https://s3-media3.fl.yelpcdn.com/bphoto/OLG9jj0jrDz_Dd_O4KdrBg/o.jpg,This food atmosphere amazing Definitely recommend make reservation first I able get decent seat date I wish I J Yes plate small probably spot look get bang buck name wine bar TLDR cute cozy buzz wine bar good variety small plate natural wine Great addition neighborhood I PDF
Café Mish Mosh,4,,'New York,Lebanese,6,https://s3-media1.fl.yelpcdn.com/bphoto/6qm6OV39JGgM6ZSskTolAA/o.jpg,pork shawarma egg roll SO GOOOOOD also recommend beef kebab beef shawarma I fear day Café Mish Mosh finally get hype deserve I wait get table The food SO good hummus kebab quiet dinner bestie The entrance restaurant But interior feel spacious beautifully
5ive Spice,4,$$,'Brooklyn,Vietnamese,913,https://s3-media1.fl.yelpcdn.com/bphoto/c94MoMzHNM7hBawXPgTfsQ/o.jpg,The chicken pho amazing And service pretty standard overall best place go order roll chicken tacos andrew dip brisket really solid spot spring roll super sure bring cash Because place cash really enjoy special pho spicy lemongrass pork chop X
Somtum Der Redhook,5,,'Brooklyn,Thai,77,https://s3-media4.fl.yelpcdn.com/bphoto/nGE5LDi2IwnED2vzrs3J5Q/o.jpg,Red Hook outpost Michelin Gourmand feature restaurant even better original East Village location Their low key fresh tasty food great price check lunch special Attentive service top spring roll say outpost beloved EV Thai restaurant Red Hook Just like restaurant EV place also specialize Isaan Thai food For
Los Tacos No.1,5,$$,'Chelsea Market',Tacos,3751,https://s3-media2.fl.yelpcdn.com/bphoto/FU44TYl3PzXsE06G4W5aog/o.jpg,Awesome quick service taco Def recommend Grab lot napkin forget drink O place worth line Fresh make secret menu homemade salsa Wonderful employee clean atmosphere Must find seating Los Tacos find inside chelsea market Beware theres many place sit might find eat outside somewhere well J
Colonia Verde,4,$$,'Brooklyn,Latin American,232,https://s3-media3.fl.yelpcdn.com/bphoto/4Z-XMHBCr4p0SfiYdE10Ug/o.jpg,DeKalb Ave Brooklyn NY hidden Gem Brooklyn Colonia Verde rustic Latin American restaurant Cómodo team hey hey Are ready elevated modern Mexican cuisine totally unique set Look hidden gem I I come several time last year stop yesterday realize I never leave review place Overall
La Pecora Bianca,5,,'New York,Italian,43,https://s3-media1.fl.yelpcdn.com/bphoto/RkbH_SlRnPVT1A3D268Ohw/o.jpg,I visit New York short time think I want try variety restaurant place fantastic I I reservation seat right away The food super delicious try many thing I think absolute must We reservation Valentine Day opt sit heated patio We seat quickly Valentine Day menu
KRU,5,,'Brooklyn,Thai,32,https://s3-media4.fl.yelpcdn.com/bphoto/3plnj9XEh0l0C_i-ma318Q/o.jpg,second dinner Brooklyn I pleasure din Kru highly acclaimed Thai restaurant even nominate James Beard round bc service honestly surprise spot high rating minus one dish food extremely J Side note They require group prix fixe dinner five people alternatively minimum total Happy hour till
Zou Zou’s,4,$$$,'Ste 85',Mediterranean,219,https://s3-media1.fl.yelpcdn.com/bphoto/JFsmaq8GfDlzJJecw_bLHw/o.jpg,Food Service Experience amazing birthday dinner Zou Zou last year finally time write proper review B Service definitely use tune sub par Location though come back would recommend neither whip ricotta dip think overall ambiance service good chill ideal weekday lunch felt like
Arden,5,,'Brooklyn,American (New),49,https://s3-media4.fl.yelpcdn.com/bphoto/JMowpIs1tqU1XGEXo_T-nA/o.jpg,The ambiance nice romantic gf date The food amaze I chicken wing confit crispy yet melt mouth I come friend randomly love vibe place Everyone nice food great I bone marrow start food Got egg purgatory spicy delicious hot buttered rum die rainy day
DunHuang Miss Noodles,1,,'Brooklyn,Chinese,85,https://s3-media4.fl.yelpcdn.com/bphoto/RrlOuwLfm1pi5oqXk6CN4Q/o.jpg,food consistently really good I usually order delivery My favs oil spill noodle eggplant salad shu mai pan fry noodle cold great Nice extensive Chinese good Nice clean open floor plan restaurant Lots space table big party Take I barely leave review unless THAT BAD I order delivery ubereats food surprisingly gross I order beef stew J
Dudley's,4,$$,'New York,Cafes,989,https://s3-media2.fl.yelpcdn.com/bphoto/GipM4OLFKkRWvpSV-tr1XQ/o.jpg,Food Service Experience come originally hop Dudley would different Ruby Cafe exactly Knocked spot five four little generous restaurant multiple time time brunch weekend wait even though lot nearby restaurant min wait I love experience get
Pommes Frites,4,$,'New York,Belgian,1102,https://s3-media4.fl.yelpcdn.com/bphoto/CV7MGKq7lJ_Y3HPn0n26ZQ/o.jpg,REALLY fresh I really want stop try one thing TLC tequila lime chili sauce disappoint I want bottle never bad experience pommes frites second time come friend one celiac LOVES place Got regular poutine yummy Definitely meal one person lot food inside small tavern feel Good quick
Piccola Cucina Uptown,5,$$$,'New York,Sicilian,297,https://s3-media1.fl.yelpcdn.com/bphoto/AlY4fWNZKAgYaS8bRAYJ4Q/o.jpg,Cucina favorite Italian restaurant city entirely consider hype throw upon big B Cute restaurant good food great service Note even reservation might seat outdoor hut reservation warn u place amaze reservation food nice ambience amaze service good dessert yes
Bonnie's,3,$$$,'Brooklyn,Cantonese,122,https://s3-media3.fl.yelpcdn.com/bphoto/hMH54G7z5sCTnpyQLcXrpw/o.jpg,I tend agree several poster Not quite sure fuss Food good great price quite high I excited get best friend birthday We wonderful time Our server sweet helpful The ambiance While Bonnie great addition neighborhood food unfortunately fall bit short expectation The concept Americanized Cantonese food
Koloman,4,$$$$,'New York,Austrian,70,https://s3-media3.fl.yelpcdn.com/bphoto/0JhlMktg53r8XI1GycCajw/o.jpg,get lot buzz I totally see Everything order delicious I impressed We visit Tuesday cost much day always struggle decide go one five tried true spot take risk try space take old Breslin Dining room quite Fine de la Baie Oysters thing come B
Dollar Hits - New York,5,$,'New York,Filipino,23,https://s3-media4.fl.yelpcdn.com/bphoto/QDNjJJBZV6ZUXtF4shKOQQ/o.jpg,Good Street This get bit difficult within area Jane Ortiz Dollar Hits great food friendly informative service visitor I know sisig would intimidate I B Ok I obsessed spot Everything I good I constantly think good sisig The flavor roam mouth
The Greek,5,$$$,'New York,Greek,523,https://s3-media2.fl.yelpcdn.com/bphoto/HtVGsG2izUo94khnpZ5JuA/o.jpg,hidden gem Not one venture tribeca dinner would definitely go back The Greek They everything right service top Late review ate July mean write review place My sister fly visit time I get hotel A surprise It felt little bit chainish I walk I pleasantly surprised We actually come The Greek Tribeca another restaurant
Endswell Bar & Bistro,4,$$,'Brooklyn,Cocktail Bars,121,https://s3-media3.fl.yelpcdn.com/bphoto/XcyohxcVLT9wbz47NvsaHw/o.jpg,I always love always cocktail always great Sometimes burger This Biggie probably best describe French American French fusion maybe Tucked away across Biggie mural I visit place last night And I tell Quality This second time I visit place experience high low traffic A
Izakaya MEW,5,$$,'New York,Tapas Bars,2765,https://s3-media1.fl.yelpcdn.com/bphoto/YrAtfY_W5ZpMyjqB2XT-kA/o.jpg,great People nice make reservation ahead popular restaurant No parking valet park Highly recommend Went lunch first dinner It excellent underground izakaya The decor lighting comfy bathroom clean The menu friend work great time I think go take get seat get table three
Tonchin,4,,'Brooklyn,Ramen,50,https://s3-media4.fl.yelpcdn.com/bphoto/0qLkwJV2778vR_zNoz0ZrQ/o.jpg,I really enjoy visit Tonchin Brooklyn The ramen amaze The homemade noodle chewy perfect amount chew I try We go anniversary dinner I think location I ca speak location one surprise good food trendy vibe decor give place hip cool feel clientele echo feel While Q
Ginger and Lemongrass,5,$$,'New York,Vietnamese,556,https://s3-media2.fl.yelpcdn.com/bphoto/5hhRpvAVpgvVt_DC7Ii_-Q/o.jpg,I highly recommend Ginger Lemongrass Lower Eastside Manhattan NYC cute quaint Vietnamese spot offer variety delicious Lemongrass found European couple fell love flavor Southeast Asia study flavor country My friend I come Sunday afternoon I expect wait place busy seat immediately We share beef wrap B
NARO,5,$$$$,'New York,Korean,21,https://s3-media3.fl.yelpcdn.com/bphoto/VcG8_QosY4HeI-ltdnOlPw/o.jpg,quality food The chef create masterpiece The vegetarian option insanely imaginative The mushroom veggie lunch review NARO mean sweet spot underwhelming Atoboy overprice Atomix succeed offer best Loved place The food fantastic though husband say leave hungry admittedly bit le food I would like I fine
Casino,5,,'New York,Italian,13,https://s3-media1.fl.yelpcdn.com/bphoto/H2Pwel1I5F_XPDH-rJ-3jA/o.jpg,elegant Perfect spot girl friend Lovely martini oyster Casino quickly become one hardest table score city I always intrigue place catch fire immediately There If look unique intimate experience Lower East Side look Casino Tucked away unassuming building
Friedman's,5,$$,'New York,American (New),2846,https://s3-media3.fl.yelpcdn.com/bphoto/JbaqPlimXZu-Lis5oB3u9w/o.jpg,good come twice breakfast dinner attentive food come quick atmosphere friendly Popped quick lunch appear may understaffed take min seat even though particularly A come quickly Staff attentive Wish one toilet new room open next door West use bagel shop I
Fan Fried Rice Bar,5,,'Brooklyn,Taiwanese,28,https://s3-media4.fl.yelpcdn.com/bphoto/FlYJRQlFnKXsaYDNa-Nfog/o.jpg,Fried Rice Bar ordinary fried rice spot The restaurant take classic dish next level flair delicious fry inside clean relatively small good amount people eat drinking Thursday I happy finally get try place always happy try authentic taiwanese restaurant interior lovely service super
Khe-Yo,4,$$,'New York,Laotian,946,https://s3-media2.fl.yelpcdn.com/bphoto/siWSbjQJI7Rvgvc-aZJ6kA/o.jpg,Bai Dee l greeting Lao Is A Laotian Restaurant specialize authentic Lao dish We honor meet Soulayphet manager zero customer service callous disregard pregnant woman I hope owner read manager drive business year I return dinner friend try Lao Lao Crunchy Coconut Rice Berkshire Pork Spring Berkshire
Da Long Yi Hot Pot,5,$$$,'Fl 2 Unit E',Hot Pot,551,https://s3-media1.fl.yelpcdn.com/bphoto/T98hwsi6Ca_H_FEdknxwkw/o.jpg,food service beef lamb fresh tasty Would definitely recommend food service pretty good I really enjoy experience din Y fresh Tasty really good I love beef tendon Service super patient nice Atmosphere great
Dim Sum Palace,5,$$,'New York,Dim Sum,1656,https://s3-media4.fl.yelpcdn.com/bphoto/5Dg8lWgTRJ0kIyv5jfqOnw/o.jpg,incredible This second time eat I bring friend time obsess Szechuan wonton dish OH I come weekend big group It get crowd seat pretty quickly They lot food option food come Mad good dim Restaurant Row No ai tourist Sum Palace offer full dim summy menu I love chicken foot
Davelle,3,$$,'New York,Japanese,367,https://s3-media4.fl.yelpcdn.com/bphoto/W6n9E4xJBPGT45BoiBgTVg/o.jpg,friend around pm Tuesday We lucky enough get table right away Loved matcha latte mentai spaghetti However place quaint relaxing vibe I love authenticity food drink ambience The food cute especially Instagramable toast thats Entrees pretty plain admit curry awesome waftable smell toast pretty
Olle,5,,'New York,Korean,64,https://s3-media1.fl.yelpcdn.com/bphoto/U3tC5Ivn-Z68kjYY4hoUQg/o.jpg,solo lunch get Gupo Gukbab amaze Everything I crave Soup flavorful hearty comfort Banchan favorite Korean meal visit city think better Her Name Han My sister I share Galbi I want try Olle I glad I finally get try We walk Saturday night without reservation wait around
Namkeen,4,$$,'New York,Chicken Shop,93,https://s3-media3.fl.yelpcdn.com/bphoto/s8eVCupYgnmGb6yA1JHElA/o.jpg,maple wing spectacular Syrupy honey consistency coat atop warm perfectly meld blend secret spice I guess dark Heard namkeen TikTok honestly pretty disappointed Maybe order wrong thing impressed We get pataka fry place small neighborhood spot recently spring specialize Nashville style hot chicken sandwich This place modern
Vybes 109,4,,'New York,Dim Sum,23,https://s3-media2.fl.yelpcdn.com/bphoto/msvR3m49T-WH3NhRMpsAjQ/o.jpg,spot Visit NY Dim sum amazing I try multiple one I must say everything Phenomenal service staff even Hey foodie skip one start dumpling I say best I ever The filling Sum Live Music excite stumble upon new establishment new I mean freshly open Upon first glance Vybes appear close Y
The Grotto,5,,'Brooklyn,Caribbean,25,https://s3-media2.fl.yelpcdn.com/bphoto/2Sp25oW78xdL7C_VdwAzfw/o.jpg,I would like go back place dinner menu Their pasta sound thank Flavors good pulling nice It nothing love go Brooklyn stopping Restaurant give feel like right home I party sit I visit Grotto BK several occasion time I always impress food service My favorite dish Escovitch B
